,A,B,C,D,E,F,G,H,I,J
3.0,4369638,4435840,4425632,4364480,4371808,4917120,4208715,4980934,3748272,3846876
6.0,4469298,4494768,4477136,4454640,4429808,5024240,4336080,5093256,3831228,3932568
8.0,4536795,4607880,4636550,4562280,4493840,5230917,4364306,5182716,3885168,3988538
