,1,10,11,13,14,15,16,17,18,19,2,20,21,23,24,3,4,5,6,7,8,9
4.0,9202,10084,10125,10296,10329,9773,10084,10063,10084,10207,9631,10329,10345,9591,9631,10405,10329,10207,10329,10133,10084,10021
10.0,9618,10575,10599,10979,10837,10278,10575,10553,10575,10693,10248,10837,10820,10200,10248,10899,10837,10874,11027,10828,10575,10641
15.0,11399,10971,10988,11418,11247,11633,10971,11633,10971,12092,10623,11247,10879,11425,10623,11671,11247,11653,11898,12486,11446,12013
