,1,10,10B,11,12,13,14,15,16,17,18,2,20,22,23,24,3,4,5,6,7,8,9
4.0,850,650,434,565,565,565,448,650,650,650,650,750,565,565,850,750,565,565,565,565,650,650,650
10.0,850,650,434,565,565,565,448,650,650,650,650,750,565,565,850,750,565,565,565,565,650,650,650
15.0,850,650,434,565,565,525,448,650,650,650,650,750,565,565,850,750,565,565,565,565,650,650,650
