,subjFloor,floorLv,unitNo,price,npsf,nfa
4.0/F低層A,4.0,低層,A,4679040,14622,320
11.0/F中層A,11.0,中層,A,4950400,15470,320
19.0/F高層A,19.0,高層,A,5280000,16500,320
4.0/F低層B,4.0,低層,B,4109440,12842,320
11.0/F中層B,11.0,中層,B,4962560,15508,320
19.0/F高層B,19.0,高層,B,5289280,16529,320
4.0/F低層C,4.0,低層,C,4121650,12682,325
11.0/F中層C,11.0,中層,C,4340375,13355,325
19.0/F高層C,19.0,高層,C,4578925,14089,325
4.0/F低層D,4.0,低層,D,4766450,14666,325
11.0/F中層D,11.0,中層,D,5040425,15509,325
19.0/F高層D,19.0,高層,D,5268575,16211,325
