,26,28,30,32,34,36,38,40,42,44,46,48
4.0,11415750,7866800,7866800,10120140,10120140,7818520,7985370,10120140,8481510,7855440,7866800,11317350
10.0,11943990,8236000,8236000,10592370,10592370,8170680,8359540,10592370,9133560,8223220,8236000,11878800
15.0,12370860,8554790,8962500,9560430,11092960,8581770,7779760,9560430,9636000,8745400,8554790,12330050
