,1,11,13,15,17,19,21,22,23,3,5,7,9
4.0,8501100,6005440,5999840,6591460,6663820,6025600,5943840,5999840,7918785,5955600,5999840,6732830,6741540
10.0,8859720,6250720,6245680,6879560,6950580,6272560,6077120,6245680,8174775,5591640,6245680,7021600,7029640
15.0,6631545,5294700,7956750,6981400,7040360,6481440,5790540,6453440,8450890,4257220,7349264,7113390,7097980
