,1,10,11,13,14,15,16,17,18,19,2,20,21,23,24,3,4,5,6,7,8,9
4.0,835,670,610,610,560,746,670,680,670,610,815,560,610,835,815,610,560,610,560,680,670,746
10.0,835,670,610,610,560,746,670,680,670,610,815,560,610,835,815,610,560,610,504,680,670,746
15.0,545,670,610,610,560,490,670,490,670,375,815,560,748,510,815,435,560,415,404,472,504,485
