,10,12,14,16,18,2,20,22,24,4,6,8
4.0,6679900,5657680,6455120,6679900,6679900,7849265,5686800,5710880,7845190,5476240,5686800,6754940
10.0,6979390,5914160,6736800,6979390,6979390,8199715,5483520,5971280,8216015,5896800,5944960,7055100
15.0,7228630,6125280,6441300,5980214,6602365,8491485,5678850,6186880,8505340,6108480,7964481,5667984
