,A,B,C,D,E,F,G,H,I,J
3.0,9646,9560,9538,9488,9422,9456,9765,10022,10076,9966
6.0,9866,9687,9649,9684,9547,9662,9968,10248,10299,10188
8.0,10015,9804,9865,9918,9685,9741,10126,10428,10444,10333
