,1,10,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8
4.0,9661,10127,10057,,10277,10127,10127,9989,10127,10397,9661,10397,10073,,9796,9796,10397,10397,10397,10397,10127,10127
10.0,10106,10905,10876,,10666,10593,10095,10462,10593,10876,10106,10876,10532,,10247,10247,10876,10876,10876,10854,10593,10593
15.0,11128,11178,11275,,,10982,10982,10839,11128,11275,11506,11429,10784,,10623,11506,11275,11429,11275,10769,10982,10982
