,25,26,27,28,29,30,31,32,33,35,36,37,39,40,41,42,43,44,45,46,47,48
4.0,820,820,570,565,570,570,674,495,674,570,570,570,700,625,674,700,565,570,570,570,870,885
10.0,820,820,570,570,570,570,605,495,674,570,570,570,700,700,700,625,565,570,570,570,870,870
15.0,820,820,450,570,570,570,605,495,700,570,570,570,550,700,750,625,565,570,510,570,550,870
