,25,26,27,28,29,2931,30,31,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,whole floor
4.0,805,695,610,550,610,1340,550,730,730,675,610,550,610,470,730,730,675,610,550,610,550,805,800,610
10.0,805,695,610,550,610,1340,550,730,730,675,610,550,610,470,730,730,675,610,442,610,550,805,800,610
15.0,495,695,610,550,445,1340,550,510,730,675,345,345,610,470,460,495,543,463,442,610,550,805,800,610
