,1,10,11,12,14,16,17,18,19,2,20,21,22,24,3,4,5,6,6A,7,8,9
4.0,850,650,565,565,490,650,650,650,565,750,565,565,565,750,565,565,565,535,,650,650,650
10.0,850,650,565,565,490,650,650,650,565,750,565,565,565,750,565,565,565,565,,650,650,650
15.0,850,645,565,565,490,650,650,650,565,750,565,565,565,750,565,565,565,535,,650,650,650
