,1,11,13,15,17,19,21,23,3,4,5,6,7,9
4.0,9487,9920,9925,9555,9604,9712,9914,9231,9321,9641,9726,9992,9964,9636
10.0,9921,10298,10308,10052,10033,10040,10017,9662,9746,9973,10074,10374,10508,10063
15.0,10237,10664,10673,10408,10389,10404,10350,9943,10265,10334,10435,10749,10873,10417
