,28,30,32,34,38,40,42,46,48
4.0,10627,10765,10405,10460,10615,10839,9767,10443,9863
8.0,10931,11008,10705,10760,10919,11178,10046,10746,10145
13.0,10512,11392,10497,10421,10505,11584,10384,10547,10537
