,1,10,11,12,13,15,16,17,18,19,20,21,23,3,4,5,6,7,8,9
4.0,10590,8744,10362,9846,11216,9952,9816,10121,9715,10695,9846,10326,9730,10499,9755,10710,9846,10063,9816,9664
10.0,11047,9149,11053,10330,11680,10448,10147,10427,10511,12076,10330,11209,10169,10992,10231,11214,10330,10453,10147,10125
15.0,11007,9491,11100,10708,11825,11420,10519,11147,10883,11406,10708,12823,11147,11109,10603,11975,10708,10835,10519,10495
