,1,11,13,15,17,19,21,23,3,5,5A,5B,7,9
4.0,850,565,565,650,650,565,565,850,565,565,,,650,650
10.0,850,565,565,650,650,565,565,850,565,565,,,650,650
15.0,645,565,565,650,650,565,565,850,565,525,,,650,650
