,subjFloor,floorLv,unitNo,price,npsf,nfa
8.0/F低層1,8.0,低層,1,8071176,13868,582
16.0/F中層1,16.0,中層,1,8347626,14343,582
25.0/F高層1,25.0,高層,1,8689260,14930,582
8.0/F低層2,8.0,低層,2,6447191,14359,449
16.0/F中層2,16.0,中層,2,6663160,14840,449
25.0/F高層2,25.0,高層,2,6950969,15481,449
8.0/F低層3,8.0,低層,3,6636669,14781,449
16.0/F中層3,16.0,中層,3,6719285,14965,449
25.0/F高層3,25.0,高層,3,7018319,15631,449
8.0/F低層4,8.0,低層,4,8238012,14228,579
16.0/F中層4,16.0,中層,4,8490456,14664,579
25.0/F高層4,25.0,高層,4,8835540,15260,579
8.0/F低層5,8.0,低層,5,8237628,14154,582
16.0/F中層5,16.0,中層,5,8493126,14593,582
25.0/F高層5,25.0,高層,5,8379054,14397,582
8.0/F低層6,8.0,低層,6,6501911,14677,443
16.0/F中層6,16.0,中層,6,6715437,15159,443
25.0/F高層6,25.0,高層,6,6952885,15695,443
8.0/F低層7,8.0,低層,7,6524061,14727,443
16.0/F中層7,16.0,中層,7,6796949,15343,443
25.0/F高層7,25.0,高層,7,7035726,15882,443
8.0/F低層8,8.0,低層,8,8322018,14299,582
16.0/F中層8,16.0,中層,8,8575188,14734,582
25.0/F高層8,25.0,高層,8,9047772,15546,582
