,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層A,6.0,低層,A,6316857,10581,597
16.0/F中層A,16.0,中層,A,6555657,10981,597
25.0/F高層A,25.0,高層,A,6734160,11280,597
6.0/F低層B,6.0,低層,B,6465820,10705,604
16.0/F中層B,16.0,中層,B,6721312,11128,604
25.0/F高層B,25.0,高層,B,6903116,11429,604
6.0/F低層C,6.0,低層,C,5696446,10997,518
16.0/F中層C,16.0,中層,C,5913488,11416,518
25.0/F高層C,25.0,高層,C,6128458,11831,518
6.0/F低層D,6.0,低層,D,5645308,12326,458
16.0/F中層D,16.0,中層,D,5851866,12777,458
25.0/F高層D,25.0,高層,D,5891712,12864,458
6.0/F低層E,6.0,低層,E,5749274,12553,458
16.0/F中層E,16.0,中層,E,5963160,13020,458
25.0/F高層E,25.0,高層,E,5919650,12925,458
6.0/F低層F,6.0,低層,F,5899502,11389,518
16.0/F中層F,16.0,中層,F,6119134,11813,518
25.0/F高層F,25.0,高層,F,6015016,11612,518
6.0/F低層G,6.0,低層,G,6438640,10660,604
16.0/F中層G,16.0,中層,G,6682656,11064,604
25.0/F高層G,25.0,高層,G,6869896,11374,604
6.0/F低層H,6.0,低層,H,6350886,10638,597
16.0/F中層H,16.0,中層,H,6592074,11042,597
25.0/F高層H,25.0,高層,H,6776547,11351,597
