,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,14533082,10249,1418
12.0/F中層A,12.0,中層,A,14954228,10546,1418
20.0/F高層A,20.0,高層,A,12684010,8945,1418
5.0/F低層B,5.0,低層,B,14168835,10245,1383
12.0/F中層B,12.0,中層,B,14579586,10542,1383
20.0/F高層B,20.0,高層,B,12366786,8942,1383
