,1,10,11,12,13,2,3,5,6,7,8,9
14.0,4533570,6122786,6076103,5404878,4702698,5253408,6100515,6375798,5509444,6800748,6178464,5448212
28.0,4589424,6518013,6436705,5496372,4808925,5383458,6230925,6725433,5717312,6403812,6450624,5481784
43.0,4961610,6901172,6946269,5881626,5212170,5627034,6567885,7286565,6035394,7265616,7069680,5736500
