,subjFloor,floorLv,unitNo,price,npsf,nfa
9.0/F低層A,9.0,低層,A,6458496,13344,484
22.0/F中層A,22.0,中層,A,6732924,13911,484
37.0/F高層A,37.0,高層,A,6979280,14420,484
9.0/F低層B,9.0,低層,B,6297966,14121,446
22.0/F中層B,22.0,中層,B,6568688,14728,446
37.0/F高層B,37.0,高層,B,6789012,15222,446
9.0/F低層C,9.0,低層,C,6427776,14096,456
22.0/F中層C,22.0,中層,C,6733296,14766,456
37.0/F高層C,37.0,高層,C,7133664,15644,456
9.0/F低層CD,9.0,低層,CD,13043576,13832,943
22.0/F中層CD,22.0,中層,CD,13674443,14501,943
37.0/F高層CD,37.0,高層,CD,14501454,15378,943
9.0/F低層D,9.0,低層,D,6762969,13887,487
22.0/F中層D,22.0,中層,D,7214418,14814,487
37.0/F高層D,37.0,高層,D,7521715,15445,487
9.0/F低層E,9.0,低層,E,6374952,14358,444
22.0/F中層E,22.0,中層,E,6637800,14950,444
37.0/F高層E,37.0,高層,E,7041840,15860,444
9.0/F低層F,9.0,低層,F,6128080,14120,434
22.0/F中層F,22.0,中層,F,6414520,14780,434
37.0/F高層F,37.0,高層,F,6745228,15542,434
9.0/F低層G,9.0,低層,G,6128010,14385,426
22.0/F中層G,22.0,中層,G,6219174,14599,426
37.0/F高層G,37.0,高層,G,6102024,14324,426
9.0/F低層H,9.0,低層,H,6314000,14350,440
22.0/F中層H,22.0,中層,H,6438080,14632,440
37.0/F高層H,37.0,高層,H,6915480,15717,440
