,A,B,C,D,E,F,G,H
7.0,4842560,4789575,4688775,4934080,4978560,4866435,4926915,4952320
14.0,4982720,4935420,4735080,5079040,5000640,5025195,4755240,5017920
21.0,5050240,4943610,4929120,4951040,5001280,5059530,5000310,5055040
