,A,B,C,D,E,F,G,H
6.0,4992624,4633260,4532510,4992624,4992624,4622410,4586450,5475652
10.0,5084352,4709830,4614970,5084352,5084352,4804728,4668910,5084352
13.0,5150236,4766250,4674490,5150236,5150236,4865076,4728430,5150236
