,1,10,2,3,4,5,6,8,9
2.0,4461300,4461300,4090950,4461300,4461300,4461300,4461300,4079250,4461300
3.0,4477500,4477500,4105350,4477500,4477500,4477500,4477500,4094100,4477500
4.0,4494150,4494150,4115250,4494150,4494150,4494150,4494150,4051350,4494150
