,A,B,C,D,E,F,G,H
9.0,10630,11301,11534,11241,12003,11390,11302,11062
23.0,11185,12156,11949,11751,13308,11944,11758,11912
37.0,12708,12524,12398,12049,13615,11970,12546,12611
