,A,B,C,D,E,F,G,H
11.0,7085156,6828441,6591792,6934408,8057244,6697224,6840474,7162220
24.0,7414368,7167084,6856518,7509008,7459660,6973983,6975702,7480616
37.0,8100508,7299447,6784893,7761832,8051836,6772860,7120098,7915284
