,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,6124375,9799,625
19.0/F中層A,19.0,中層,A,6473125,10357,625
31.0/F高層A,31.0,高層,A,6561250,10498,625
7.0/F低層B,7.0,低層,B,5387573,11789,457
19.0/F中層B,19.0,中層,B,5588653,12229,457
31.0/F高層B,31.0,高層,B,5632068,12324,457
7.0/F低層C,7.0,低層,C,4873409,10007,487
19.0/F中層C,19.0,中層,C,4875844,10012,487
31.0/F高層C,31.0,高層,C,5118857,10511,487
7.0/F低層D,7.0,低層,D,4817223,10099,477
19.0/F中層D,19.0,中層,D,5094837,10681,477
31.0/F高層D,31.0,高層,D,5379129,11277,477
7.0/F低層E,7.0,低層,E,5113373,11189,457
19.0/F中層E,19.0,中層,E,5353298,11714,457
31.0/F高層E,31.0,高層,E,5548894,12142,457
7.0/F低層F,7.0,低層,F,4774889,10181,469
19.0/F中層F,19.0,中層,F,5059103,10787,469
31.0/F高層F,31.0,高層,F,5336751,11379,469
