,A,B,C,D,E,F,G,H
20.0,9283001,10408881,10746603,9576762,6159078,6416604,6316776,6271830
40.0,10102924,11568333,11731776,10274732,6690996,6863175,6503157,6227460
61.0,10609830,12028500,12606438,10582272,6998072,6766508,6755868,6581793
