,A,B,C,D,E,F,G,H
7.0,4524069,4832135,4080000,4204480,4207360,4006400,4891425,4833675
18.0,4599936,5031565,4241920,4335680,4462720,4159360,4936470,4474855
28.0,4930695,5199425,4207040,4494720,4517440,4287680,5061980,4740890
