,A,B,C,D,E,F,G,H
9.0,8553489,6697731,7007552,8126496,7916391,6437010,6343720,9011793
22.0,8994867,6964344,7413118,8124060,8078994,6844049,6666798,9166080
37.0,9776718,7468601,7530958,8749503,8825628,7137176,7206898,9776718
