,A,B,C,D,E,F,G,H
6.0,11344,11595,11783,11510,11664,11944,11468,11137
16.0,11772,12141,12356,11941,12204,12445,11829,11644
25.0,12786,12541,12765,12541,12608,12854,12238,12033
