,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,4323060,13724,315
17.0/F中層A,17.0,中層,A,4465125,14175,315
27.0/F高層A,27.0,高層,A,4630185,14699,315
7.0/F低層B,7.0,低層,B,4495695,13031,345
17.0/F中層B,17.0,中層,B,4844490,14042,345
27.0/F高層B,27.0,高層,B,4993530,14474,345
7.0/F低層C,7.0,低層,C,4551240,13192,345
17.0/F中層C,17.0,中層,C,4853460,14068,345
27.0/F高層C,27.0,高層,C,5010435,14523,345
7.0/F低層D,7.0,低層,D,4025085,13197,305
17.0/F中層D,17.0,中層,D,4165385,13657,305
27.0/F高層D,27.0,高層,D,4315445,14149,305
7.0/F低層E,7.0,低層,E,4205340,13788,305
17.0/F中層E,17.0,中層,E,4357840,14288,305
27.0/F高層E,27.0,高層,E,4497530,14746,305
7.0/F低層F,7.0,低層,F,4607130,13354,345
17.0/F中層F,17.0,中層,F,4895895,14191,345
27.0/F高層F,27.0,高層,F,4963515,14387,345
7.0/F低層G,7.0,低層,G,4457400,12920,345
17.0/F中層G,17.0,中層,G,4621275,13395,345
27.0/F高層G,27.0,高層,G,4795845,13901,345
7.0/F低層H,7.0,低層,H,4488750,14250,315
17.0/F中層H,17.0,中層,H,4559625,14475,315
27.0/F高層H,27.0,高層,H,4713660,14964,315
