,1,10,11,12,13,14,2,3,5,6,7,8,9
2.0,7932,9318,9419,9318,9448,9290,9594,9419,8424,9318,9419,8750,9419
3.0,10406,9354,9455,9354,9494,9326,9631,7374,8446,9354,9455,8911,9455
4.0,10444,9388,9490,8946,9519,9360,9666,9490,8467,9388,9490,8945,9490
