,A,B,C,D,E,F,G
17.0,16490812,10528440,10702624,10397142,9030000,8740008,9141970
32.0,19518892,11259440,11493545,11456662,9571790,9392055,9662430
59.0,21185725,14298240,11370168,12489982,10376451,9682875,10330848
