,1,2,3,4,5,6,7,8
13.0,5462226,4989600,4658048,5609776,5742704,4914472,4773207,5557750
22.0,5503190,5081760,4831086,5803272,6199912,5332848,4863805,5731000
31.0,5717173,5245440,4962672,5987120,6306576,5081244,4937124,5922400
