,1,2,3,4,5,6,8,9
3.0,4431780,3752100,3999140,3587490,4002300,3582150,3162000,2535785
4.0,4447980,3766050,3742890,3914730,3729600,3595410,2851800,2545060
5.0,4487400,3779550,3660890,3614220,3716550,3617250,2712300,2554335
