,A,B,C,D,E,F,G,H
5.0,5336334,3850065,4752310,3969160,4885970,3814120,5368200,4746715
12.0,5461182,3944865,4917950,4028320,4885970,3805960,5394880,4866005
18.0,3138718,4006240,4280430,4078290,2865152,3852500,4620805,4948608
