,A,B,C,D,E,F,G,H
9.0,12763,12925,13982,12972,12777,13321,12911,12998
19.0,13299,13049,14462,13196,12918,13437,12840,13251
29.0,13727,13542,14946,13660,13165,13440,13309,13482
