,12,14,15,22,23,24,29,8
2.0,5202900,5164770,5164770,4962435,5164770,5137710,5127870,3996270
3.0,5216430,5181375,5181375,4938450,5181375,5154930,5118030,4011030
4.0,5235495,5200440,5200440,4996260,5200440,5164155,5163540,4025790
