,subjFloor,floorLv,unitNo,price,npsf,nfa
8.0/F低層A,8.0,低層,A,4624915,12671,365
18.0/F中層A,18.0,中層,A,4709960,12904,365
27.0/F高層A,27.0,高層,A,4927500,13500,365
8.0/F低層B,8.0,低層,B,4243400,12124,350
18.0/F中層B,18.0,中層,B,4581845,12553,365
27.0/F高層B,27.0,高層,B,4649750,13285,350
8.0/F低層C,8.0,低層,C,4540200,12972,350
18.0/F中層C,18.0,中層,C,4727845,12953,365
27.0/F高層C,27.0,高層,C,4751250,13575,350
8.0/F低層D,8.0,低層,D,4554105,12477,365
18.0/F中層D,18.0,中層,D,4713610,12914,365
27.0/F高層D,27.0,高層,D,4810700,13180,365
8.0/F低層E,8.0,低層,E,4549930,11818,385
18.0/F中層E,18.0,中層,E,4819045,12517,385
27.0/F高層E,27.0,高層,E,4981515,12939,385
8.0/F低層F,8.0,低層,F,4246900,12134,350
18.0/F中層F,18.0,中層,F,4314450,12327,350
27.0/F高層F,27.0,高層,F,4661780,12772,365
8.0/F低層G,8.0,低層,G,4197550,11993,350
18.0/F中層G,18.0,中層,G,4356100,12446,350
27.0/F高層G,27.0,高層,G,4537750,12965,350
8.0/F低層H,8.0,低層,H,4697770,12202,385
18.0/F中層H,18.0,中層,H,4822510,12526,385
27.0/F高層H,27.0,高層,H,4965345,12897,385
