,A,B,C,D,E,F,G
17.0,17543439,11460057,14351376,12884352,8953632,8821536,9304680
32.0,18621922,12087734,13895002,13578786,10134375,9280815,9406970
59.0,18277800,12503785,14943042,14096180,10227168,10007604,10107504
