,1,2,3,4,5,6,7,8
6.0,13444,14695,13887,13328,13572,13464,13653,13583
16.0,14246,14236,14013,14645,14441,14142,14334,14570
25.0,14716,14587,14726,14770,14870,14727,14663,14668
