,A,B,C,D,E,F,G,H,J,K
6.0,5495985,5181440,5199840,3626840,3944730,3973365,5181440,3626840,5495985,5014920
11.0,5535585,5219160,5205360,3649240,3964050,3912990,5219160,3649240,5535585,5059540
16.0,5578650,5259640,5253200,3671360,3987165,4016145,5259640,3372040,5578650,5104620
