,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,4362240,13632,320
7.0/F中層A,7.0,中層,A,4331200,13535,320
9.0/F高層A,9.0,高層,A,4358720,13621,320
5.0/F低層B,5.0,低層,B,4244450,12127,350
7.0/F中層B,7.0,中層,B,4275600,12216,350
9.0/F高層B,9.0,高層,B,4307100,12306,350
5.0/F低層C,5.0,低層,C,4244450,12127,350
7.0/F中層C,7.0,中層,C,4275600,12216,350
9.0/F高層C,9.0,高層,C,4307100,12306,350
5.0/F低層D,5.0,低層,D,4040320,12626,320
7.0/F中層D,7.0,中層,D,4070400,12720,320
9.0/F高層D,9.0,高層,D,4100160,12813,320
5.0/F低層E,5.0,低層,E,4062048,12576,323
7.0/F中層E,7.0,中層,E,4092087,12669,323
9.0/F高層E,9.0,高層,E,4122126,12762,323
5.0/F低層F,5.0,低層,F,4062048,12576,323
7.0/F中層F,7.0,中層,F,4092087,12669,323
9.0/F高層F,9.0,高層,F,4122126,12762,323
