,1,12,14,15,3,4,5,8
7.0,2332012,2881476,3044296,2478434,2887440,2881476,2571417,2461966
16.0,2420438,3004992,3176753,2581896,3011248,3004992,3004992,2565070
22.0,2666742,3094245,3272884,2655286,3100712,3094245,2760075,2638460
