,1,10,2,3,4,5,6,7,8,9
6.0,10407,11153,10304,11153,10159,11413,10266,10380,11153,10188
14.0,10764,11341,10611,11341,10214,11627,10431,10421,11341,10909
22.0,11087,11893,10923,11893,10611,11980,10764,11077,11893,10840
