,1,10,2,3,4,5,6,7,8,9
6.0,6004839,4472353,5945408,4472353,6552555,4576613,5923482,5989260,4472353,6571260
14.0,6210828,4547741,6122547,4547741,6588030,4662427,6018687,6012917,4547741,7036305
22.0,6397199,4769093,6302571,4769093,6844095,4803980,6210828,6391429,4769093,6991800
