,1,10,11,14,17,18,2,3,6,7,9
9.0,3230356,4114838,2821128,2821128,2894815,3216180,2821128,4114838,3898304,3859136,3022382
19.0,3361484,4275700,2938440,2938440,3016860,3350409,2938440,4275700,4051168,4014720,3146924
29.0,3497042,4449120,3059136,3059136,3141985,3485524,3059136,4449120,4214368,4178464,3275129
