,1,12,14,15,3,4,5,8
7.0,6514,6812,6872,6923,6810,6812,6079,6877
16.0,6761,7104,7171,7212,7102,7104,7104,7165
22.0,7449,7315,7388,7417,7313,7315,6525,7370
