,A,B,C,D,E,F,G,H,J,K
4.0,4549400,4946400,5872860,5851030,4978560,4585090,5851030,5851030,5851030,4539080
11.0,4696030,5107200,6072870,6039240,5138880,4871900,6039240,6039240,6039240,4683990
18.0,4841800,5265600,6238070,6219780,5296800,4880930,6219780,6219780,6219780,4827180
