,1,10,3,5,6,7,8,9
5.0,12129,11507,12111,11464,12129,10659,12340,11374
12.0,12479,9461,12452,11786,12479,10978,12747,12221
18.0,12777,9698,12757,12066,12777,11225,13048,12520
