,10,13,15,16,3,4,7
6.0,2986156,3087048,2986156,2571114,3051928,3051928,2930516
11.0,3060200,3162995,3060200,2634660,3127436,3127436,3021252
16.0,3134244,3238942,3134244,2697849,3203383,3203383,3095724
