,1,10,3,4,5,6,7,8,9
5.0,5101121,6706471,5101121,6706471,6706471,5101121,7223355,3985940,6706471
12.0,5257912,6912460,5257912,6912460,6912460,5257912,7445235,4105839,6912460
21.0,5459615,7177880,5459615,7177880,7177880,5459615,7730970,4260224,7177880
