,1,10,11,14,17,18,2,3,6,7,9
9.0,7292,6881,7503,7503,7519,7260,7503,6881,7166,7094,7426
19.0,7588,7150,7815,7815,7836,7563,7815,7150,7447,7380,7732
29.0,7894,7440,8136,8136,8161,7868,8136,7440,7747,7681,8047
