,1,10,3,5,6,7,8,9
5.0,4863729,6374878,4856511,6351056,4863729,6875055,4948340,6301196
12.0,5004079,5241394,4993252,6529444,5004079,7080810,5111547,6770434
18.0,5123577,5372692,5115557,6684564,5123577,7240125,5232248,6936080
