,1,12,13,16,17,18,5,6,8,9
9.0,2485230,2962784,2923357,2714283,2558325,2923357,2583350,3390752,2561405,2702480
20.0,2571172,3143528,3084609,2862431,2687300,3084609,2723875,3637184,2698850,2846965
30.0,2667303,3257822,3211307,2977205,2785860,3211307,2832060,3790048,2805880,2960518
