,1,10,11,12,13,14,15,16,17,18,19,2,20,22,23,24,3,4,5,6,7,8,9
7.0,5691475,5058617,5249993,5734014,5754552,5059946,5059946,4692375,5695355,5059946,5059946,5059946,5052734,5179999,5059946,5450915,5059946,5712009,5671911,5059946,5022734,3869817,4441317
18.0,5759860,5263283,5486998,5778024,5830347,5328404,5328404,5739005,5739005,5328404,5328404,5328404,5358244,5417447,5328404,5687595,5328404,5780958,5747217,5328404,5281003,4038981,4701540
28.0,5954345,5334163,5567181,5970690,6031326,5503389,5503389,5930095,5930095,5503389,5503389,5503389,5534414,5450229,5503389,5876260,5503389,5979492,5970690,5503389,5503389,4217289,4870704
