,1,10,2,3,5,6,7,8,9
5.0,10659,10358,10279,10319,10416,10612,10218,10659,10416
14.0,11067,10756,10671,10737,10817,11010,10607,11067,10817
22.0,11429,11108,11020,11104,11171,11364,10954,11429,11171
