,10,13,14,16,17,2,4,6,9
10.0,3051279,2847448,3263138,2847448,4043676,2847448,2975912,2905595,2905980
18.0,3155878,2943704,3374331,2943704,4183608,2943704,3075956,3003770,3003385
25.0,3247860,3028680,3472234,3028680,4308590,3028680,3164487,3090395,3089240
