,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
8.0,10652,10729,10729,11003,11003,10603,11040,10652,10832,10729,11003,10923,10904,10359,10683,10428
21.0,11336,11515,11527,11423,11408,11141,11696,11336,11589,11527,11423,11400,11213,11099,11151,11264
34.0,11702,11309,11309,11539,11554,10542,12250,11702,11954,11309,11554,11554,11604,11516,11390,11656
