,A,B,C,D,E,F,G,H,J,K
6.0,10720,10462,9975,9975,10912,11093,9970,9975,9975,10670
16.0,11208,10941,10401,10406,11647,11226,10396,10406,10401,11170
24.0,11536,11334,10721,10716,12018,11570,10711,10721,10716,11540
