,1,10,11,12,13,14,15,16,17,18,19,2,20,22,23,24,3,4,5,6,7,8,9
7.0,485,443,443,489,489,443,443,485,485,443,443,443,446,443,443,485,443,489,489,443,443,381,381
18.0,485,443,443,489,489,443,443,485,485,443,443,443,446,443,443,485,443,489,489,443,443,381,381
28.0,485,443,443,489,489,443,443,485,485,443,443,443,446,443,443,485,443,489,489,443,443,381,381
