,1,10,11,12,16,18,19,2,20,21,22,23,25,28,29,3,30,31,32,33,36,38,5,55,6,61,63,8,80,81,82,83,85,88,99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
